id,product_id,family_id,manufacturer_id,model_name,full_name,release_year,discontinued_year,status,category,design,driver_type,driver_size_mm,impedance_ohms,sensitivity_db,wireless,anc,predecessor,successor,notes,date_added,fit,msrp_usd,sound_signature,connector_type,detachable_cable,weight_g,spec_confidence
516,STAX_SR007,73,28,SR-007 (Omega II),Stax SR-007 mk2,2003,,Active,Headphone,Open Back,Electrostatic,,,99,No,No,,,Omega II reference,,Over-Ear,2300,Dark,Electrostatic,,370,Verified
517,STAX_SRL300,126,28,SR-L300,Stax SR-L300,2015,,Active,Headphone,Open Back,Electrostatic,,,103,No,No,,,,,Over-Ear,450,,Electrostatic,,400,Estimated
518,STAX_SRL500,126,28,SR-L500,Stax SR-L500,2015,,Active,Headphone,Open Back,Electrostatic,,,101,No,No,,,,,Over-Ear,600,,Electrostatic,,415,Estimated
519,STAX_SRL700MK2,126,28,SR-L700 MK2,Stax SR-L700 MK2,2020,,Active,Headphone,Open Back,Electrostatic,,,103,No,No,STAX_SRL700,,,,Over-Ear,1300,,Electrostatic,,430,Verified
520,STAX_SR404,126,28,SR-404 Signature,Stax SR-404 Signature,2002,,Discontinued,Headphone,Open Back,Electrostatic,,,97,No,No,,,,,Over-Ear,500,,Electrostatic,,381,Estimated
521,FINAL_SONOROUS3,127,29,Sonorous III,Final Audio Sonorous III,2014,,Discontinued,Headphone,Closed Back,Dynamic,50,65,98,No,No,,,,,Over-Ear,600,,,,390,Estimated
522,FINAL_SONOROUS6,127,29,Sonorous VI,Final Audio Sonorous VI,2014,,Discontinued,Headphone,Closed Back,Dynamic,50,65,98,No,No,,,,,Over-Ear,900,,,,430,Estimated
523,FINAL_SONOROUSX,127,29,Sonorous X,Final Audio Sonorous X,2015,,Discontinued,Headphone,Closed Back,Dynamic,50,75,93,No,No,,,Flagship closed dynamic,,Over-Ear,3000,,,,,Estimated
524,ABYSS_DIANATC,129,26,Diana TC,Abyss Diana TC,2021,,Active,Headphone,Open Back,Planar Magnetic,,46,90,No,No,,,Diana with TC driver tech,,Over-Ear,4000,,,,350,Estimated
525,ABYSS_DIANAMR,68,26,Diana MR,Abyss Diana MR,2023,,Active,Headphone,Open Back,Planar Magnetic,,42,91,No,No,,,,,Over-Ear,4000,,,,,Estimated
526,SONY_MDRMA900,128,1,MDR-MA900,Sony MDR-MA900,2012,,Discontinued,Headphone,Open Back,Dynamic,70,12,103,No,No,,,Lightweight 70mm open-back,,Over-Ear,250,,,,,Estimated
527,SONY_MDRMV1,128,1,MDR-MV1,Sony MDR-MV1,2023,,Active,Studio,Open Back,Dynamic,40,24,100,No,No,,,Open-back studio reference,,Over-Ear,300,,,,,Estimated
528,SONY_MDRM1,128,1,MDR-M1,Sony MDR-M1,2024,,Active,Studio,Closed Back,Dynamic,40,50,102,No,No,,,Modern studio monitor,,Over-Ear,300,,,,,Estimated
529,AUDEZE_LCD24,23,8,LCD-24,Audeze LCD-24 (Anniversary),2023,,Active,Headphone,Open Back,Planar Magnetic,106,70,101,No,No,,,Limited anniversary LCD,,Over-Ear,,,,,,Estimated
530,AUDEZE_PENROSE,25,8,Penrose,Audeze Penrose,2020,,Discontinued,Gaming,Closed Back,Planar Magnetic,,32,111,Yes,No,,,Wireless gaming predecessor to Maxwell,,Over-Ear,300,,,,345,Estimated
531,MEZE_99CLASSICSWALNUT,45,13,99 Classics Walnut Gold,Meze 99 Classics Walnut Gold,2015,,Active,Headphone,Closed Back,Dynamic,40,32,103,No,No,,,Standard walnut/gold finish,,Over-Ear,,,,Yes,,Estimated
532,KOSS_PORTAPRO,130,43,Porta Pro,Koss Porta Pro,1984,,Legacy Active,Headphone,Open Back,Dynamic,25,60,101,No,No,,,"Iconic on-ear, in production since 1984",,On-Ear,50,,3.5mm,No,60,Verified
533,KOSS_PORTAPROWL,130,43,Porta Pro Wireless,Koss Porta Pro Wireless,2020,,Active,Headphone,Open Back,Dynamic,25,60,101,Yes,No,,,,,On-Ear,85,,Wireless,,,Estimated
534,KOSS_KSC75,131,43,KSC75,Koss KSC75,1998,,Active,Headphone,Open Back,Dynamic,25,60,101,No,No,,,Cult-favorite clip-on,,On-Ear,20,,3.5mm,No,35,Estimated
535,KOSS_KPH30I,,43,KPH30i,Koss KPH30i,2018,,Active,Headphone,Open Back,Dynamic,30,35,101,No,No,,,Budget audiophile on-ear; wide soundstage,,On-Ear,,,3.5mm,No,67,Verified
536,KOSS_PRO4AA,132,43,Pro4AA,Koss Pro4AA,1970,,Discontinued,Studio,Closed Back,Dynamic,50,250,92,No,No,,,Vintage studio classic,,Over-Ear,100,,,,,Estimated
537,KOSS_ESP95X,132,43,ESP/95X,Koss ESP/95X,2015,,Active,Headphone,Open Back,Electrostatic,,100,104,No,No,,,Electrostatic system w/ energizer,,Over-Ear,500,,,,127,Verified
538,VMODA_LP,133,44,Crossfade LP,V-Moda Crossfade LP,2010,,Discontinued,Headphone,Closed Back,Dynamic,50,32,103,No,No,,,,,Over-Ear,100,,,,280,Estimated
539,VMODA_LP2,133,44,Crossfade LP2,V-Moda Crossfade LP2,2012,,Discontinued,Headphone,Closed Back,Dynamic,,32,103,No,No,VMODA_LP,,,,Over-Ear,150,,,,,Estimated
540,VMODA_M100,133,44,Crossfade M-100,V-Moda Crossfade M-100,2012,,Discontinued,Headphone,Closed Back,Dynamic,50,32,103,No,No,,VMODA_M100MASTER,DJ/production favorite,,Over-Ear,310,V-Shaped,3.5mm,,355,Estimated
541,VMODA_M100MASTER,133,44,Crossfade M-100 Master,V-Moda Crossfade M-100 Master,2019,,Active,Headphone,Closed Back,Dynamic,,32,103,No,No,VMODA_M100,,,,Over-Ear,350,V-Shaped,3.5mm,,280,Estimated
542,VMODA_CROSSFADE2WL,133,44,Crossfade 2 Wireless,V-Moda Crossfade 2 Wireless,2016,,Active,Headphone,Closed Back,Dynamic,,32,103,Yes,No,,,,,Over-Ear,350,V-Shaped,Wireless,,280,Estimated
543,VMODA_M200,134,44,M-200,V-Moda M-200,2019,,Active,Studio,Closed Back,Dynamic,50,42,97,No,No,,,,,Over-Ear,,,,,,Estimated
544,YAMAHA_HPH200,135,45,HPH-200,Yamaha HPH-200,2013,,Discontinued,Headphone,Open Back,Dynamic,40,48,102,No,No,,,,,Over-Ear,,,,,,Estimated
545,YAMAHA_HPHMT8,135,45,HPH-MT8,Yamaha HPH-MT8,2016,,Active,Studio,Closed Back,Dynamic,40,49,102,No,No,,,,,Over-Ear,300,,,,210,Estimated
546,YAMAHA_YHL700A,136,45,YH-L700A,Yamaha YH-L700A,2021,,Active,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,,,3D field ANC,,Over-Ear,300,,,,305,Estimated
547,YAMAHA_YHE700A,136,45,YH-E700A,Yamaha YH-E700A,2021,,Active,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,,,,,Over-Ear,300,,,,,Estimated
548,YAMAHA_HP1,135,45,HP-1,Yamaha HP-1,1976,,Discontinued,Headphone,Open Back,Planar Magnetic,,470,91,No,No,,,Orthodynamic classic by Mark Levinson,,Over-Ear,1000,,,,,Estimated
549,PIONEER_SEMONITOR5,137,46,SE-Monitor 5,Pioneer SE-Monitor 5,2017,,Active,Headphone,Closed Back,Dynamic,,200,90,No,No,,,Flagship hi-res closed-back,,Over-Ear,,,,,,Estimated
550,PIONEER_SEMASTER1,137,46,SE-Master 1,Pioneer SE-Master 1,2015,,Discontinued,Headphone,Open Back,Dynamic,53,50,101,No,No,,,Hand-built flagship,,Over-Ear,,,,,395,Estimated
551,PIONEER_HDJX10,138,46,HDJ-X10,Pioneer HDJ-X10,2017,,Active,Studio,Closed Back,Dynamic,50,32,106,No,No,,,Pro DJ headphone,,Over-Ear,,,,,334,Estimated
552,PIONEER_HDJ2000,138,46,HDJ-2000,Pioneer HDJ-2000,2010,,Discontinued,Studio,Closed Back,Dynamic,50,32,108,No,No,,,,,Over-Ear,,,,,330,Estimated
553,AIAIAI_TMA1,139,47,TMA-1,AIAIAI TMA-1,2010,,Discontinued,Studio,Closed Back,Dynamic,40,32,100,No,No,,AIAIAI_TMA2,,,Over-Ear,,,,Yes,,Estimated
554,AIAIAI_TMA2,139,47,TMA-2 (Modular),AIAIAI TMA-2 Modular,2015,,Active,Studio,Closed Back,Dynamic,40,32,100,No,No,AIAIAI_TMA1,,Fully modular system,,Over-Ear,,,,Yes,,Estimated
555,AIAIAI_TMA2STUDIO,139,47,TMA-2 Studio,AIAIAI TMA-2 Studio,2018,,Active,Studio,Closed Back,Dynamic,40,32,100,No,No,,,,,Over-Ear,,,,Yes,,Estimated
556,AIAIAI_TMA2WL,139,47,TMA-2 Studio Wireless+,AIAIAI TMA-2 Studio Wireless+,2021,,Active,Studio,Closed Back,Dynamic,40,32,100,Yes,No,,,,,Over-Ear,,,,Yes,,Estimated
557,1MORE_SONOFLOW,140,48,SonoFlow,1More SonoFlow,2022,,Active,Headphone,Closed Back,Dynamic,40,32,103,Yes,Yes,,,Budget ANC value pick,,Over-Ear,80,V-Shaped,Wireless,No,237,Estimated
558,1MORE_SONOFLOWSE,140,48,SonoFlow SE,1More SonoFlow SE,2023,,Active,Headphone,Closed Back,Dynamic,40,32,103,Yes,Yes,,,,,Over-Ear,100,,Wireless,No,237,Estimated
559,1MORE_MK802,140,48,MK802 Bluetooth,1More MK802 Bluetooth,2017,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,Yes,No,,,,,Over-Ear,70,,,,,Estimated
560,EDIFIER_STAXGT1,141,49,STAX Spirit S3,Edifier STAX Spirit S3,2022,,Active,Headphone,Closed Back,Planar Magnetic,,32,96,Yes,No,,,Planar under licensed STAX Spirit brand,,Over-Ear,100,,,,390,Estimated
561,EDIFIER_STAXGT5,141,49,STAX Spirit S5,Edifier STAX Spirit S5,2024,,Active,Headphone,Closed Back,Planar Magnetic,,32,96,Yes,No,,,,,Over-Ear,130,,,,450,Estimated
562,EDIFIER_W820NB,142,49,W820NB,Edifier W820NB,2021,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,,,Over-Ear,,,,,,Estimated
563,EDIFIER_WH950NB,142,49,WH950NB,Edifier WH950NB,2023,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,,,Over-Ear,,,,,,Estimated
564,CLEER_FLOW2,143,50,Flow II,Cleer Flow II,2019,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,,,Over-Ear,100,,,,,Estimated
565,CLEER_ENDURO100,143,50,Enduro 100,Cleer Enduro 100,2020,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,No,,,100hr battery,,Over-Ear,80,,,,,Estimated
566,CLEER_ALPHA,143,50,Alpha,Cleer Alpha,2022,,Active,Headphone,Closed Back,Dynamic,,40,100,Yes,Yes,,,,,Over-Ear,150,,,,,Estimated
567,AUSTRIAN_HIX55,144,51,Hi-X55,Austrian Audio Hi-X55,2019,,Active,Studio,Closed Back,Dynamic,44,25,103,No,No,,,,,Over-Ear,350,Neutral,3.5mm,Yes,299,Verified
568,AUSTRIAN_HIX65,144,51,Hi-X65,Austrian Audio Hi-X65,2020,,Active,Studio,Open Back,Dynamic,44,25,102,No,No,,,,,Over-Ear,400,Neutral,3.5mm,Yes,299,Verified
569,AUSTRIAN_HIX60,144,51,Hi-X60,Austrian Audio Hi-X60,2022,,Active,Studio,Closed Back,Dynamic,44,25,102,No,No,,,,,Over-Ear,350,Neutral,,Yes,299,Verified
570,AUSTRIAN_THECOMPOSER,144,51,The Composer,Austrian Audio The Composer,2022,,Active,Headphone,Open Back,Dynamic,,26,110,No,No,,,Flagship open-back,,Over-Ear,1500,,,,,Estimated
571,NEUMANN_NDH20,145,52,NDH 20,Neumann NDH 20,2019,,Active,Studio,Closed Back,Dynamic,38,150,104,No,No,,,Studio reference closed-back,,Over-Ear,500,Neutral,mini-XLR,Yes,383,Verified
572,NEUMANN_NDH30,145,52,NDH 30,Neumann NDH 30,2021,,Active,Studio,Open Back,Dynamic,38,120,103,No,No,,,Open-back studio reference,,Over-Ear,600,Neutral,mini-XLR,Yes,350,Verified
573,MOONDROP_VENUS,146,53,Venus,Moondrop Venus,2022,,Active,Headphone,Open Back,Planar Magnetic,,32,96,No,No,,,First Moondrop over-ear planar,,Over-Ear,200,,,,435,Estimated
574,MOONDROP_PARA,146,53,Para,Moondrop Para,2023,,Active,Headphone,Open Back,Planar Magnetic,,32,96,No,No,,,Value planar,,Over-Ear,300,,,,470,Estimated
575,MOONDROP_COSMO,146,53,Cosmo,Moondrop Cosmo,2023,,Active,Headphone,Open Back,Planar Magnetic,,32,100,No,No,,,Flagship planar,,Over-Ear,100,,,,,Estimated
576,SIVGA_PHOENIX,147,54,Phoenix,Sivga Phoenix,2021,,Active,Headphone,Open Back,Dynamic,50,32,103,No,No,,,,,Over-Ear,,,,,,Estimated
577,SIVGA_PII,147,54,P-II,Sivga P-II,2021,,Active,Headphone,Open Back,Planar Magnetic,50,32,103,No,No,,,Also sold as Sendy Aiva,,Over-Ear,,,,,,Estimated
578,SIVGA_SV021,147,54,SV021 Robin,Sivga SV021 Robin,2022,,Active,Headphone,Open Back,Dynamic,40,32,100,No,No,,,,,Over-Ear,,,,,,Estimated
579,SIVGA_ORIOLE,147,54,Oriole,Sivga Oriole,2023,,Active,Headphone,Open Back,Dynamic,40,32,100,No,No,,,,,Over-Ear,,,,,,Estimated
580,SENDY_AIVA,148,55,Aiva,Sendy Audio Aiva,2019,,Active,Headphone,Open Back,Planar Magnetic,,32,96,No,No,,,Zebrawood planar,,Over-Ear,250,,,,430,Estimated
581,SENDY_PEACOCK,148,55,Peacock,Sendy Audio Peacock,2021,,Active,Headphone,Open Back,Planar Magnetic,,50,94,No,No,,,Four-coil 88mm planar flagship,,Over-Ear,400,,,,490,Estimated
582,SENDY_APOLLO,148,55,Apollo,Sendy Audio Apollo,2023,,Active,Headphone,Open Back,Planar Magnetic,,32,96,No,No,,,,,Over-Ear,350,,,,380,Estimated
583,FIIO_FT3,149,56,FT3,FiiO FT3,2023,,Active,Headphone,Open Back,Dynamic,50,64,110,No,No,,,60mm dynamic open-back,,Over-Ear,220,,4.4mm Pentaconn,Yes,365,Estimated
584,FIIO_FT5,149,56,FT5,FiiO FT5,2024,,Active,Headphone,Open Back,Planar Magnetic,,32,100,No,No,,,Value planar flagship,,Over-Ear,350,,4.4mm Pentaconn,Yes,390,Estimated
585,FIIO_FT1,149,56,FT1,FiiO FT1,2024,,Active,Headphone,Closed Back,Dynamic,50,64,97,No,No,,,,,Over-Ear,80,,3.5mm,Yes,345,Estimated
586,FIIO_FT1PRO,149,56,FT1 Pro,FiiO FT1 Pro,2025,,Active,Headphone,Open Back,Planar Magnetic,50,32,98,No,No,,,,,Over-Ear,130,,3.5mm,Yes,,Estimated
587,SPIRITTORINO_SUPER,150,57,Super Leggera,Spirit Torino Super Leggera,2019,,Active,Headphone,Open Back,Dynamic,40,32,100,No,No,,,Hand-built Italian flagship,,Over-Ear,900,,,,285,Estimated
588,SPIRITTORINO_RADIANTE,150,57,Radiante,Spirit Torino Radiante,2021,,Active,Headphone,Closed Back,Dynamic,40,16,98,No,No,,,,,Over-Ear,1200,,,,295,Estimated
589,WARWICK_SONOMA,151,58,Sonoma Model One,Warwick Acoustics Sonoma Model One,2017,,Active,Headphone,Open Back,Electrostatic,,,,No,No,,,Electrostatic system w/ amp/DAC,,Over-Ear,,,,,,Estimated
590,WARWICK_APERIO,151,58,Aperio,Warwick Acoustics Aperio,2019,,Active,Headphone,Open Back,Electrostatic,,,,No,No,,,Reference electrostatic system,,Over-Ear,,,,,,Estimated
591,MARKLEV_5909,152,59,No. 5909,Mark Levinson No. 5909,2022,,Active,Headphone,Closed Back,Dynamic,40,18,99,Yes,Yes,,,High-end wireless ANC,,Over-Ear,1000,U-Shaped,Wireless,No,385,Estimated
592,TA_SOLITAIRE_P,153,60,Solitaire P,T+A Solitaire P,2020,,Active,Headphone,Open Back,Planar Magnetic,,200,92,No,No,,,Flagship planar,,Over-Ear,2700,,,Yes,490,Estimated
593,TA_SOLITAIRE_PSE,153,60,Solitaire P-SE,T+A Solitaire P-SE,2021,,Active,Headphone,Open Back,Planar Magnetic,,200,92,No,No,,,,,Over-Ear,3000,,,Yes,,Estimated
594,TA_SOLITAIRE_T,153,60,Solitaire T,T+A Solitaire T,2023,,Active,Headphone,Closed Back,Dynamic,,40,92,Yes,Yes,,,Wireless ANC,,Over-Ear,2000,,,Yes,,Estimated
595,HEDD_HEDDPHONE,154,61,HEDDphone,HEDD Audio HEDDphone,2020,,Discontinued,Studio,Open Back,AMT,,42,87,No,No,,HEDD_HEDDPHONE2,World's first full-range AMT (Air Motion Transformer) headphone,,Over-Ear,1900,,,Yes,718,Estimated
596,HEDD_HEDDPHONE2,154,61,HEDDphone TWO,HEDD Audio HEDDphone TWO,2023,,Active,Studio,Open Back,AMT,,35,92,No,No,HEDD_HEDDPHONE,,"AMT driver, improved comfort",,Over-Ear,1500,,,Yes,700,Estimated
597,HEDD_HEDDPHONED1,154,61,HEDDphone D1,HEDD Audio HEDDphone D1,2025,,Active,Studio,Open Back,Dynamic,,35,92,No,No,,,"50mm TPCD dynamic driver, $799",,Over-Ear,,,,,,Estimated
598,GRELL_OAE2,155,62,OAE2,Grell Audio OAE2,2026,,Active,Headphone,Open Back,Dynamic,40,32,97,No,No,,,"40mm bio-cellulose, angled OAE drivers, $599",,Over-Ear,,,,,,Estimated
599,OLLO_S4X,156,63,S4X,Ollo Audio S4X,2021,,Active,Studio,Closed Back,Dynamic,40,32,110,No,No,,,,,Over-Ear,399,Neutral,,Yes,319,Verified
600,OLLO_S5X,156,63,S5X,Ollo Audio S5X,2022,,Active,Studio,Open Back,Dynamic,40,32,110,No,No,,,,,Over-Ear,399,Neutral,,Yes,319,Verified
601,OLLO_X1,157,63,X1,Ollo Audio X1,2023,,Active,Studio,Open Back,Dynamic,40,32,104,No,No,,,Reference open-back,,Over-Ear,299,,,,282,Verified
602,HIFIMAN_HE600,27,9,HE600,HiFiMan HE600,2025,,Active,Headphone,Open Back,Planar Magnetic,,50,92,No,No,,,"Ultra-thin diaphragm, $799",,Over-Ear,,,,,,Estimated
603,HIFIMAN_EDITIONXV,28,9,Edition XV,HiFiMan Edition XV,2025,,Active,Headphone,Open Back,Planar Magnetic,,35,103,No,No,,,,,Over-Ear,,,,,,Estimated
604,MOONDROP_HORIZON,146,53,Horizon,Moondrop Horizon,2025,,Active,Headphone,Open Back,Dynamic,,32,100,No,No,,,"Dynamic driver, low-distortion",,Over-Ear,80,,,,,Estimated
605,MOONDROP_EDGE,158,53,Edge,Moondrop Edge,2024,,Active,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,,,First Moondrop over-ear wireless ANC,,Over-Ear,150,,,,,Estimated
606,MOONDROP_OLDFASHIONED,159,53,Old Fashioned,Moondrop Old Fashioned,2025,,Active,Headphone,Open Back,Dynamic,,60,96,No,No,,,"$25 retro on-ear, 40mm driver",,Over-Ear,,,,,,Estimated
607,AUDEZE_LCDS20,23,8,LCD-S20,Audeze LCD-S20,2025,,Active,Headphone,Open Back,Planar Magnetic,90,14,90,No,No,,,"Accessible LCD line w/ SLAM, $499",,Over-Ear,,,,,,Estimated
608,SENN_HD480PRO,115,2,HD 480 Pro,Sennheiser HD 480 Pro,2026,,Active,Studio,Closed Back,Dynamic,,120,108,No,No,,,"Closed studio, flexible cable",,Over-Ear,399,,,,,Estimated
609,GRADO_S550,43,12,Signature S550,Grado Signature S550,2026,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Debuted CanJam NYC 2026,,On-Ear,,,,,,Estimated
610,SENN_HD490PRO,4,2,HD 490 PRO,Sennheiser HD 490 PRO,2024,,Active,Studio,Open Back,Dynamic,38,130,96,No,No,,,Open-frame architecture; two swappable pad sets for mixing vs producing,,Over-Ear,400,Neutral,Sennheiser 2-pin,Yes,240,Verified
611,AKG_K872,,5,K872,AKG K872,2016,,Active,Studio,Closed Back,Dynamic,53,36,110,No,No,,,Flagship closed-back; 53mm 1.5 Tesla drivers,,Over-Ear,1500,Analytical,3.5mm,Yes,340,Verified
612,AKG_K175,,5,K175,AKG K175,2018,,Active,Studio,Closed Back,Dynamic,40,32,109,No,No,,,On-ear foldable; road-tough design,,On-Ear,150,,,,,Estimated
613,AKG_K275,,5,K275,AKG K275,2018,,Active,Studio,Closed Back,Dynamic,50,32,112,No,No,,,Over-ear foldable version of K175,,Over-Ear,80,,,,,Estimated
614,MONO_M1060,160,64,M1060,Monoprice Monolith M1060,2017,,Discontinued,Headphone,Open Back,Planar Magnetic,106,50,96,No,No,,,Budget planar flagship; 106mm driver,,Over-Ear,,,,,520,Estimated
615,MONO_M1060C,160,64,M1060C,Monoprice Monolith M1060C,2018,,Discontinued,Headphone,Closed Back,Planar Magnetic,106,50,96,No,No,,,Closed-back variant of M1060,,Over-Ear,,,,,590,Estimated
616,MONO_M1070,160,64,M1070,Monoprice Monolith M1070,2019,,Active,Headphone,Open Back,Planar Magnetic,106,60,96,No,No,,,"Updated M1060; 106mm driver, removable cable",,Over-Ear,,,,,,Estimated
617,MONO_M570,160,64,M570,Monoprice Monolith M570,2019,,Active,Headphone,Open Back,Planar Magnetic,,32,96,No,No,,,Mid-range planar; zebra wood cups,,Over-Ear,,,,,470,Estimated
618,MONO_M650,160,64,M650,Monoprice Monolith M650,2018,,Active,Headphone,Open Back,Dynamic,,32,98,No,No,,,Budget open-back dynamic,,Over-Ear,,,,,,Estimated
619,MONO_M1570,160,64,M1570,Monoprice Monolith M1570,2020,,Active,Headphone,Open Back,Planar Magnetic,,60,96,No,No,,,Flagship planar; angled drivers,,Over-Ear,,,,,,Estimated
620,SUPERLUX_HD668B,161,65,HD668B,Superlux HD668B,2010,,Active,Studio,Semi-Open,Dynamic,50,56,98,No,No,,,Budget studio icon; semi-open semi-AKG design,,Over-Ear,40,,,,,Estimated
621,SUPERLUX_HD681,161,65,HD681,Superlux HD681,2008,,Active,Studio,Semi-Open,Dynamic,50,32,98,No,No,,,Entry-level semi-open; popular for gaming and monitoring,,Over-Ear,35,,,,,Estimated
622,SUPERLUX_HD681EVO,161,65,HD681 EVO,Superlux HD681 EVO,2014,,Active,Studio,Semi-Open,Dynamic,50,32,98,No,No,,,Revised HD681 with velour pads,,Over-Ear,,,,,,Estimated
623,SUPERLUX_HD669,161,65,HD669,Superlux HD669,2010,,Active,Studio,Closed Back,Dynamic,50,32,98,No,No,,,Closed-back counterpart to HD668B,,Over-Ear,55,,,,,Estimated
624,SUPERLUX_HD662EVO,161,65,HD662 EVO,Superlux HD662 EVO,2014,,Active,Studio,Closed Back,Dynamic,50,32,98,No,No,,,Improved HD662 with better pad comfort,,Over-Ear,,,,,,Estimated
625,SUPERLUX_HD330,161,65,HD330,Superlux HD330,2013,,Active,Headphone,Open Back,Dynamic,50,32,98,No,No,,,Music-tuned open-back; more relaxed than studio line,,Over-Ear,,,,,,Estimated
626,SAMSON_SR850,162,66,SR850,Samson SR850,2006,,Active,Studio,Semi-Open,Dynamic,50,32,98,No,No,,,Budget semi-open classic; self-adjusting headband,,Over-Ear,,Analytical,3.5mm,No,,Estimated
627,SAMSON_SR950,162,66,SR950,Samson SR950,2008,,Active,Studio,Closed Back,Dynamic,50,32,98,No,No,,,Closed-back companion to SR850,,Over-Ear,,,,,,Estimated
628,STATUS_CB1,163,67,CB-1,Status Audio CB-1,2016,,Active,Headphone,Closed Back,Dynamic,50,32,97,No,No,,,Unbranded studio monitor; popular value pick,,Over-Ear,80,,,,208,Estimated
629,STATUS_BTONE,164,67,BT One,Status Audio BT One,2019,,Active,Headphone,Closed Back,Dynamic,40,32,97,Yes,No,,,Wireless on-ear; no branding; portable focus,,Over-Ear,,,,,,Estimated
630,JABRA_E230,165,68,Evolve2 30,Jabra Evolve2 30,2021,,Active,Headphone,Closed Back,Dynamic,40,,103,No,No,,,Wired UC stereo headset; Teams/UC certified,,Over-Ear,,,,,78,Estimated
631,JABRA_E240,165,68,Evolve2 40,Jabra Evolve2 40,2021,,Active,Headphone,Closed Back,Dynamic,40,,103,No,No,,,Wired stereo headset with USB; pro-grade mic,,Over-Ear,,,,,164,Estimated
632,JABRA_E255,165,68,Evolve2 55,Jabra Evolve2 55,2022,,Active,Headphone,Closed Back,Dynamic,40,,103,Yes,Yes,,,Wireless UC headset; ANC; Teams certified,,Over-Ear,,,,,155,Estimated
633,JABRA_E265,165,68,Evolve2 65,Jabra Evolve2 65,2021,,Active,Headphone,Closed Back,Dynamic,40,,103,Yes,No,,,Wireless UC stereo headset; no ANC,,Over-Ear,,,,,175,Estimated
634,JABRA_E275,165,68,Evolve2 75,Jabra Evolve2 75,2021,,Active,Headphone,Closed Back,Dynamic,40,,103,Yes,Yes,,,8-mic ANC wireless; leading UC headset,,Over-Ear,,,,,185,Estimated
635,JABRA_E285,165,68,Evolve2 85,Jabra Evolve2 85,2021,,Active,Headphone,Closed Back,Dynamic,40,,103,Yes,Yes,,,Flagship wireless ANC; hidden boom arm,,Over-Ear,,,,,149,Estimated
636,HK_SOHO,167,69,SOHO,Harman Kardon SOHO,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,Stylish on-ear; premium build,,On-Ear,200,V-Shaped,,,140,Estimated
637,HK_SOHOWL,167,69,SOHO Wireless,Harman Kardon SOHO Wireless,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,Yes,No,,,Wireless on-ear companion to SOHO,,On-Ear,250,V-Shaped,,,138,Estimated
638,HK_SOHOWNC,167,69,SOHO Wireless NC,Harman Kardon SOHO Wireless NC,2017,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,Yes,Yes,,,SOHO with active noise cancellation,,On-Ear,300,,,,142,Estimated
639,HK_FLY,166,69,FLY,Harman Kardon FLY,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,Yes,No,,,Lightweight travel wireless,,Over-Ear,,,,,,Estimated
640,HK_FLYANC,166,69,FLY ANC,Harman Kardon FLY ANC,2020,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,Travel wireless with ANC; 40mm drivers,,Over-Ear,,,,,,Estimated
641,OPPO_PM1,168,70,PM-1,Oppo PM-1,2014,,Discontinued,Headphone,Open Back,Planar Magnetic,,32,102,No,No,,,Flagship planar; 85x69mm driver; genuine leather,,Over-Ear,1100,,,,,Estimated
642,OPPO_PM2,168,70,PM-2,Oppo PM-2,2014,,Discontinued,Headphone,Open Back,Planar Magnetic,,32,102,No,No,OPPO_PM1,,"PM-1 with OFC cable, slightly lighter",,Over-Ear,700,,,,,Estimated
643,OPPO_PM3,168,70,PM-3,Oppo PM-3,2014,,Discontinued,Headphone,Closed Back,Planar Magnetic,55,26,102,No,No,,,World's first portable closed-back planar; 55mm driver,,Over-Ear,400,,,,,Estimated
644,CREATIVE_AVLIVE,169,71,Aurvana Live!,Creative Aurvana Live!,2010,,Discontinued,Headphone,Closed Back,Dynamic,40,32,111,No,No,,,Budget cult classic; biodynamic driver from Denon AH-D1001,,On-Ear,60,,,,208,Estimated
645,CREATIVE_AVLIVE2,169,71,Aurvana Live! 2,Creative Aurvana Live! 2,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,No,No,CREATIVE_AVLIVE,CREATIVE_SXFLAIR,,,On-Ear,80,,,,,Estimated
646,CREATIVE_SXFLAIR,169,71,SXFI Air,Creative SXFI Air,2019,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,No,,,Super X-Fi holographic audio; built-in DAC,,Over-Ear,,,,,,Estimated
